Id,ActivityDate,TotalSteps,TotalDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,PercentLightDistance,PercentModerateDistance,PercentVeryActiveDistance,TotalActiveMins,PercentLightlyActiveMins,PercentVeryActiveMins
4445114986,4/24/2016,5002,3.36,0,0.00,0.00,3.36,0,0,244,1196,2247,100.00,0.00,0.00,244,100.00,0.00
4445114986,4/25/2016,3385,2.27,0,0.00,0.00,2.27,0,0,179,916,2070,100.00,0.00,0.00,179,100.00,0.00
4445114986,4/26/2016,6326,4.41,0,2.41,0.04,1.96,29,1,180,839,2291,44.44,0.91,54.65,210,85.71,13.81
4445114986,4/27/2016,7243,5.03,0,2.62,0.03,2.38,32,1,194,839,2361,47.32,0.60,52.09,227,85.46,14.10
4445114986,4/28/2016,4493,3.01,0,0.00,0.00,3.01,0,0,236,762,2203,100.00,0.00,0.00,236,100.00,0.00
4445114986,4/29/2016,4676,3.14,0,0.00,0.00,3.13,0,0,226,1106,2196,99.68,0.00,0.00,226,100.00,0.00
4445114986,4/30/2016,6222,4.18,0,0.00,0.00,4.18,0,0,290,797,2363,100.00,0.00,0.00,290,100.00,0.00
4445114986,5/1/2016,5232,3.51,0,0.00,0.00,3.51,0,0,240,741,2246,100.00,0.00,0.00,240,100.00,0.00
4445114986,5/2/2016,6910,4.75,0,2.21,0.19,2.35,27,4,200,667,2336,49.47,4.00,46.53,231,86.58,11.69
4445114986,5/3/2016,7502,5.18,0,2.48,0.11,2.58,30,2,233,725,2421,49.81,2.12,47.88,265,87.92,11.32
4445114986,5/4/2016,2923,1.96,0,0.00,0.00,1.96,0,0,180,897,2070,100.00,0.00,0.00,180,100.00,0.00
4445114986,5/5/2016,3800,2.55,0,0.12,0.24,2.18,2,6,185,734,2120,85.49,9.41,4.71,193,95.85,1.04
4445114986,5/6/2016,4514,3.03,0,0.00,0.00,3.03,0,0,229,809,2211,100.00,0.00,0.00,229,100.00,0.00
4445114986,5/7/2016,5183,3.59,0,2.13,0.19,1.25,26,4,108,866,2123,34.82,5.29,59.33,138,78.26,18.84
4445114986,5/8/2016,7303,4.90,0,0.00,0.25,4.65,0,8,308,733,2423,94.90,5.10,0.00,316,97.47,0.00
4445114986,5/9/2016,5275,3.54,0,0.00,0.00,3.54,0,0,266,641,2281,100.00,0.00,0.00,266,100.00,0.00
4445114986,5/10/2016,3915,2.63,0,0.00,0.00,2.63,0,0,231,783,2181,100.00,0.00,0.00,231,100.00,0.00
4445114986,5/11/2016,9105,6.11,0,2.25,1.00,2.86,34,22,232,622,2499,46.81,16.37,36.82,288,80.56,11.81
4445114986,5/12/2016,768,0.52,0,0.00,0.00,0.52,0,0,58,380,1212,100.00,0.00,0.00,58,100.00,0.00
4558609924,4/12/2016,5135,3.39,0,0.00,0.00,3.39,0,0,318,1122,1909,100.00,0.00,0.00,318,100.00,0.00
4558609924,4/13/2016,4978,3.29,0,1.24,0.44,1.61,19,7,127,1287,1722,48.94,13.37,37.69,153,83.01,12.42
4558609924,4/14/2016,6799,4.49,0,0.00,0.00,4.49,0,0,279,1161,1922,100.00,0.00,0.00,279,100.00,0.00
4558609924,4/15/2016,7795,5.15,0,0.59,0.84,3.73,17,30,262,1131,2121,72.43,16.31,11.46,309,84.79,5.50
4558609924,4/16/2016,7289,4.82,0,0.55,0.75,3.50,8,12,308,1112,1997,72.61,15.56,11.41,328,93.90,2.44
4558609924,4/17/2016,9634,6.40,0,0.55,1.14,4.71,7,19,304,1110,2117,73.59,17.81,8.59,330,92.12,2.12
4558609924,4/18/2016,8940,5.91,0,0.98,0.93,4.00,14,15,331,1080,2116,67.68,15.74,16.58,360,91.94,3.89
4558609924,4/19/2016,5401,3.57,0,0.05,0.36,3.16,1,9,248,1182,1876,88.52,10.08,1.40,258,96.12,0.39
4558609924,4/20/2016,4803,3.17,0,0.00,0.00,3.17,0,0,222,1218,1788,100.00,0.00,0.00,222,100.00,0.00
4558609924,4/21/2016,13743,9.08,0,0.42,0.97,7.70,6,21,432,844,2486,84.80,10.68,4.63,459,94.12,1.31
4558609924,4/22/2016,9601,6.35,0,1.37,1.50,3.47,20,25,273,1122,2094,54.65,23.62,21.57,318,85.85,6.29
4558609924,4/23/2016,6890,4.55,0,0.34,0.20,4.01,5,5,308,1122,2085,88.13,4.40,7.47,318,96.86,1.57
4558609924,4/24/2016,8563,5.66,0,0.00,0.00,5.65,0,0,395,1045,2173,99.82,0.00,0.00,395,100.00,0.00
4558609924,4/25/2016,8095,5.35,0,0.59,0.25,4.51,18,10,340,993,2225,84.30,4.67,11.03,368,92.39,4.89
4558609924,4/26/2016,9148,6.05,0,0.43,2.03,3.59,12,41,283,1062,2223,59.34,33.55,7.11,336,84.23,3.57
4558609924,4/27/2016,9557,6.32,0,1.96,0.89,3.46,27,14,312,1087,2098,54.75,14.08,31.01,353,88.39,7.65
4558609924,4/28/2016,9451,6.25,0,0.02,0.27,5.95,1,11,367,985,2185,95.20,4.32,0.32,379,96.83,0.26
4558609924,4/29/2016,7833,5.18,0,1.02,1.85,2.31,15,29,197,1096,1918,44.59,35.71,19.69,241,81.74,6.22
4558609924,4/30/2016,10319,6.82,0,0.47,1.89,4.46,7,29,293,1111,2105,65.40,27.71,6.89,329,89.06,2.13
4558609924,5/1/2016,3428,2.27,0,0.00,0.00,2.27,0,0,190,1121,1692,100.00,0.00,0.00,190,100.00,0.00
4558609924,5/2/2016,7891,5.22,0,0.00,0.00,5.22,0,0,383,1057,2066,100.00,0.00,0.00,383,100.00,0.00
4558609924,5/3/2016,5267,3.48,0,0.60,0.28,2.60,21,10,237,1172,1953,74.71,8.05,17.24,268,88.43,7.84
4558609924,5/4/2016,5232,3.46,0,0.00,0.00,3.46,0,0,252,1188,1842,100.00,0.00,0.00,252,100.00,0.00
4558609924,5/5/2016,10611,7.01,0,1.01,0.50,5.51,14,8,370,1048,2262,78.60,7.13,14.41,392,94.39,3.57
4558609924,5/6/2016,3755,2.48,0,0.00,0.00,2.48,0,0,202,1238,1722,100.00,0.00,0.00,202,100.00,0.00
4558609924,5/7/2016,8237,5.44,0,1.61,1.00,2.83,23,16,233,1116,1973,52.02,18.38,29.60,272,85.66,8.46
4558609924,5/8/2016,6543,4.33,0,1.80,0.50,2.02,66,35,238,1019,2666,46.65,11.55,41.57,339,70.21,19.47
4558609924,5/9/2016,11451,7.57,0,0.43,1.62,5.52,6,30,339,1065,2223,72.92,21.40,5.68,375,90.40,1.60
4558609924,5/10/2016,6435,4.25,0,0.74,1.12,2.39,11,18,220,1191,1889,56.24,26.35,17.41,249,88.35,4.42
4558609924,5/11/2016,9108,6.02,0,0.26,1.82,3.94,4,31,324,1081,2131,65.45,30.23,4.32,359,90.25,1.11
4558609924,5/12/2016,6307,4.17,0,0.00,0.00,4.17,0,0,247,736,1452,100.00,0.00,0.00,247,100.00,0.00
4702921684,4/12/2016,7213,5.88,0,0.00,0.00,5.85,0,0,263,718,2947,99.49,0.00,0.00,263,100.00,0.00
4702921684,4/13/2016,6877,5.58,0,0.00,0.00,5.58,0,0,258,777,2898,100.00,0.00,0.00,258,100.00,0.00
4702921684,4/14/2016,7860,6.37,0,0.00,0.00,6.37,0,0,271,772,2984,100.00,0.00,0.00,271,100.00,0.00
4702921684,4/15/2016,6506,5.28,0,0.07,0.42,4.79,1,8,256,944,2896,90.72,7.95,1.33,265,96.60,0.38
4702921684,4/16/2016,11140,9.03,0,0.24,1.25,7.54,3,24,335,556,3328,83.50,13.84,2.66,362,92.54,0.83
4702921684,4/17/2016,12692,10.29,0,0.96,3.46,5.88,12,66,302,437,3394,57.14,33.62,9.33,380,79.47,3.16
4702921684,4/18/2016,9105,7.38,0,1.82,1.49,4.07,22,30,191,890,3013,55.15,20.19,24.66,243,78.60,9.05
4702921684,4/19/2016,6708,5.44,0,0.88,0.37,4.19,10,8,179,757,2812,77.02,6.80,16.18,197,90.86,5.08
4702921684,4/20/2016,8793,7.13,0,0.16,1.23,5.73,2,29,260,717,3061,80.36,17.25,2.24,291,89.35,0.69
4702921684,4/21/2016,6530,5.30,0,0.31,2.05,2.94,4,41,144,901,2729,55.47,38.68,5.85,189,76.19,2.12
4702921684,4/22/2016,1664,1.35,0,0.00,0.00,1.35,0,0,72,1341,2241,100.00,0.00,0.00,72,100.00,0.00
4702921684,4/23/2016,15126,12.27,0,0.76,3.24,8.27,9,66,408,469,3691,67.40,26.41,6.19,483,84.47,1.86
4702921684,4/24/2016,15050,12.22,0,1.20,5.12,5.88,15,95,281,542,3538,48.12,41.90,9.82,391,71.87,3.84
4702921684,4/25/2016,9167,7.43,0,0.49,0.82,6.11,6,15,270,730,3064,82.23,11.04,6.59,291,92.78,2.06
4702921684,4/26/2016,6108,4.95,0,0.07,0.35,4.54,1,8,216,765,2784,91.72,7.07,1.41,225,96.00,0.44
4702921684,4/27/2016,7047,5.72,0,0.09,0.80,4.78,1,16,238,733,2908,83.57,13.99,1.57,255,93.33,0.39
4702921684,4/28/2016,9023,7.32,0,1.13,0.42,5.77,14,9,232,738,3033,78.83,5.74,15.44,255,90.98,5.49
4702921684,4/29/2016,9930,8.05,0,1.06,0.92,6.07,12,19,267,692,3165,75.40,11.43,13.17,298,89.60,4.03
4702921684,4/30/2016,10144,8.23,0,0.32,2.03,5.88,4,36,263,728,3115,71.45,24.67,3.89,303,86.80,1.32
4702921684,5/2/2016,7245,5.92,0,0.38,1.74,3.76,5,40,195,1131,2859,63.51,29.39,6.42,240,81.25,2.08
4702921684,5/3/2016,9454,7.67,0,0.00,0.00,7.67,0,0,313,729,3145,100.00,0.00,0.00,313,100.00,0.00
4702921684,5/4/2016,8161,6.62,0,0.34,0.73,5.54,4,15,251,757,3004,83.69,11.03,5.14,270,92.96,1.48
4702921684,5/5/2016,8614,6.99,0,0.67,0.22,6.09,8,5,241,745,3006,87.12,3.15,9.59,254,94.88,3.15
4702921684,5/6/2016,6943,5.63,0,0.08,0.66,4.87,1,16,207,682,2859,86.50,11.72,1.42,224,92.41,0.45
4702921684,5/7/2016,14370,11.65,0,0.37,2.31,8.97,5,46,439,577,3683,77.00,19.83,3.18,490,89.59,1.02
4702921684,5/8/2016,12857,10.43,0,0.68,6.21,3.54,9,125,192,1019,3287,33.94,59.54,6.52,326,58.90,2.76
4702921684,5/9/2016,8232,6.68,0,0.00,0.57,6.10,0,12,253,746,2990,91.32,8.53,0.00,265,95.47,0.00
4702921684,5/10/2016,10613,8.61,0,0.08,1.88,6.65,1,37,262,701,3172,77.24,21.84,0.93,300,87.33,0.33
4702921684,5/11/2016,9810,7.96,0,0.78,2.16,4.98,10,41,235,784,3069,62.56,27.14,9.80,286,82.17,3.50
4702921684,5/12/2016,2752,2.23,0,0.00,0.00,2.23,0,0,68,241,1240,100.00,0.00,0.00,68,100.00,0.00
5553957443,4/12/2016,11596,7.57,0,1.37,0.79,5.41,19,13,277,767,2026,71.47,10.44,18.10,309,89.64,6.15
5553957443,4/13/2016,4832,3.16,0,0.00,0.00,3.16,0,0,226,647,1718,100.00,0.00,0.00,226,100.00,0.00
5553957443,4/14/2016,17022,11.12,0,4.00,2.45,4.67,61,41,256,693,2324,42.00,22.03,35.97,358,71.51,17.04
5553957443,4/15/2016,16556,10.86,0,4.16,1.98,4.71,58,38,239,689,2254,43.37,18.23,38.31,335,71.34,17.31
5553957443,4/16/2016,5771,3.77,0,0.00,0.00,3.77,0,0,288,521,1831,100.00,0.00,0.00,288,100.00,0.00
5553957443,4/17/2016,655,0.43,0,0.00,0.00,0.43,0,0,46,943,1397,100.00,0.00,0.00,46,100.00,0.00
5553957443,4/18/2016,3727,2.43,0,0.00,0.00,2.43,0,0,206,622,1683,100.00,0.00,0.00,206,100.00,0.00
5553957443,4/19/2016,15482,10.11,0,4.28,1.66,4.18,69,28,249,756,2284,41.35,16.42,42.33,346,71.97,19.94
5553957443,4/20/2016,2713,1.77,0,0.00,0.00,1.77,0,0,148,598,1570,100.00,0.00,0.00,148,100.00,0.00
5553957443,4/21/2016,12346,8.06,0,2.95,2.16,2.96,47,42,177,801,2066,36.72,26.80,36.60,266,66.54,17.67
5553957443,4/22/2016,11682,7.63,0,1.38,0.63,5.60,25,16,270,781,2105,73.39,8.26,18.09,311,86.82,8.04
5553957443,4/23/2016,4112,2.69,0,0.00,0.00,2.68,0,0,272,443,1776,99.63,0.00,0.00,272,100.00,0.00
5553957443,4/24/2016,1807,1.18,0,0.00,0.00,1.18,0,0,104,582,1507,100.00,0.00,0.00,104,100.00,0.00
5553957443,4/25/2016,10946,7.19,0,2.93,0.57,3.69,51,11,201,732,2033,51.32,7.93,40.75,263,76.43,19.39
5553957443,4/26/2016,11886,7.76,0,2.37,0.93,4.46,40,18,238,750,2093,57.47,11.98,30.54,296,80.41,13.51
5553957443,4/27/2016,10538,6.88,0,1.14,1.00,4.74,16,16,206,745,1922,68.90,14.53,16.57,238,86.55,6.72
5553957443,4/28/2016,11393,7.63,0,3.71,0.75,3.17,49,13,165,727,1999,41.55,9.83,48.62,227,72.69,21.59
5553957443,4/29/2016,12764,8.33,0,2.79,0.64,4.91,46,15,270,709,2169,58.94,7.68,33.49,331,81.57,13.90
5553957443,4/30/2016,1202,0.78,0,0.00,0.00,0.78,0,0,84,506,1463,100.00,0.00,0.00,84,100.00,0.00
5553957443,5/1/2016,5164,3.37,0,0.00,0.00,3.37,0,0,237,436,1747,100.00,0.00,0.00,237,100.00,0.00
5553957443,5/2/2016,9769,6.38,0,1.06,0.41,4.90,23,9,227,724,1996,76.80,6.43,16.61,259,87.64,8.88
5553957443,5/3/2016,12848,8.39,0,1.50,1.20,5.68,26,29,247,812,2116,67.70,14.30,17.88,302,81.79,8.61
5553957443,5/4/2016,4249,2.77,0,0.00,0.00,2.77,0,0,224,651,1698,100.00,0.00,0.00,224,100.00,0.00
5553957443,5/5/2016,14331,9.51,0,3.43,1.66,4.43,44,29,241,692,2156,46.58,17.46,36.07,314,76.75,14.01
5553957443,5/6/2016,9632,6.29,0,1.52,0.54,4.23,21,9,229,761,1916,67.25,8.59,24.17,259,88.42,8.11
5553957443,5/7/2016,1868,1.22,0,0.00,0.00,1.22,0,0,96,902,1494,100.00,0.00,0.00,96,100.00,0.00
5553957443,5/8/2016,6083,4.00,0,0.22,0.47,3.30,3,8,210,505,1762,82.50,11.75,5.50,221,95.02,1.36
5553957443,5/9/2016,11611,7.58,0,2.13,0.89,4.56,59,22,251,667,2272,60.16,11.74,28.10,332,75.60,17.77
5553957443,5/10/2016,16358,10.71,0,3.87,1.61,5.20,61,40,265,707,2335,48.55,15.03,36.13,366,72.40,16.67
5553957443,5/11/2016,4926,3.22,0,0.00,0.00,3.22,0,0,195,628,1693,100.00,0.00,0.00,195,100.00,0.00
5553957443,5/12/2016,3121,2.04,0,0.58,0.40,1.06,8,6,48,222,741,51.96,19.61,28.43,62,77.42,12.90
5577150313,4/12/2016,8135,6.08,0,3.60,0.38,2.10,86,16,140,728,3405,34.54,6.25,59.21,242,57.85,35.54
5577150313,4/13/2016,5077,3.79,0,0.32,0.22,3.25,15,11,144,776,2551,85.75,5.80,8.44,170,84.71,8.82
5577150313,4/14/2016,8596,6.42,0,3.33,0.31,2.78,118,30,176,662,4022,43.30,4.83,51.87,324,54.32,36.42
5577150313,4/15/2016,12087,9.08,0,3.92,1.60,3.56,115,54,199,695,4005,39.21,17.62,43.17,368,54.08,31.25
5577150313,4/16/2016,14269,10.66,0,6.64,1.28,2.73,184,56,158,472,4274,25.61,12.01,62.29,398,39.70,46.23
5577150313,4/17/2016,12231,9.14,0,5.98,0.83,2.32,200,37,159,525,4552,25.38,9.08,65.43,396,40.15,50.51
5577150313,4/18/2016,9893,7.39,0,4.86,0.72,1.82,114,32,130,623,3625,24.63,9.74,65.76,276,47.10,41.30
5577150313,4/19/2016,12574,9.42,0,7.02,0.64,1.76,108,23,111,733,3501,18.68,6.79,74.52,242,45.87,44.63
5577150313,4/20/2016,8330,6.22,0,4.12,0.34,1.76,87,16,113,773,3192,28.30,5.47,66.24,216,52.31,40.28
5577150313,4/21/2016,10830,8.09,0,3.65,1.66,2.78,110,74,175,670,4018,34.36,20.52,45.12,359,48.75,30.64
5577150313,4/22/2016,9172,6.85,0,2.42,0.79,3.30,62,30,200,823,3329,48.18,11.53,35.33,292,68.49,21.23
5577150313,4/23/2016,7638,5.71,0,1.21,0.36,4.14,24,24,223,627,3152,72.50,6.30,21.19,271,82.29,8.86
5577150313,4/24/2016,15764,11.78,0,7.65,2.15,1.98,210,65,141,425,4392,16.81,18.25,64.94,416,33.89,50.48
5577150313,4/25/2016,6393,4.78,0,1.35,0.67,2.76,61,38,214,743,3374,57.74,14.02,28.24,313,68.37,19.49
5577150313,4/26/2016,5325,3.98,0,0.85,0.65,2.47,38,32,181,759,3088,62.06,16.33,21.36,251,72.11,15.14
5577150313,4/27/2016,6805,5.14,0,1.81,0.40,2.93,63,16,190,773,3294,57.00,7.78,35.21,269,70.63,23.42
5577150313,4/28/2016,9841,7.43,0,3.25,1.17,3.01,99,51,141,692,3580,40.51,15.75,43.74,291,48.45,34.02
5577150313,4/29/2016,7924,5.92,0,2.84,0.61,2.47,97,36,165,739,3544,41.72,10.30,47.97,298,55.37,32.55
5577150313,4/30/2016,12363,9.24,0,5.83,0.79,2.61,207,45,163,621,4501,28.25,8.55,63.10,415,39.28,49.88
5577150313,5/1/2016,13368,9.99,0,5.31,1.44,3.24,194,72,178,499,4546,32.43,14.41,53.15,444,40.09,43.69
5577150313,5/2/2016,7439,5.56,0,1.12,0.35,4.07,37,20,235,732,3014,73.20,6.29,20.14,292,80.48,12.67
5577150313,5/3/2016,11045,8.25,0,4.52,0.15,3.57,97,8,212,580,3795,43.27,1.82,54.79,317,66.88,30.60
5577150313,5/4/2016,5206,3.89,0,1.56,0.25,2.08,25,9,141,631,2755,53.47,6.43,40.10,175,80.57,14.29
5577150313,5/5/2016,7550,5.64,0,2.50,0.47,2.67,45,21,143,1153,3004,47.34,8.33,44.33,209,68.42,21.53
5577150313,5/6/2016,4950,3.70,0,1.93,0.32,1.45,41,16,79,1304,2643,39.19,8.65,52.16,136,58.09,30.15
5577150313,5/9/2016,3421,2.56,0,1.43,0.14,0.99,34,11,70,1099,2489,38.67,5.47,55.86,115,60.87,29.57
5577150313,5/10/2016,8869,6.65,0,2.56,0.75,3.35,104,37,194,639,3841,50.38,11.28,38.50,335,57.91,31.04
5577150313,5/11/2016,4038,3.04,0,1.83,0.30,0.89,45,15,63,257,1665,29.28,9.87,60.20,123,51.22,36.59
6117666160,4/15/2016,14019,10.59,0,0.00,0.28,10.30,0,6,513,921,2865,97.26,2.64,0.00,519,98.84,0.00
6117666160,4/16/2016,14450,10.91,0,0.58,0.85,9.48,7,15,518,502,2828,86.89,7.79,5.32,540,95.93,1.30
6117666160,4/17/2016,7150,5.40,0,0.00,0.00,5.40,0,0,312,702,2225,100.00,0.00,0.00,312,100.00,0.00
6117666160,4/18/2016,5153,3.91,0,0.00,0.00,3.89,0,0,241,759,2018,99.49,0.00,0.00,241,100.00,0.00
6117666160,4/19/2016,11135,8.41,0,0.00,0.00,8.41,0,0,480,425,2606,100.00,0.00,0.00,480,100.00,0.00
6117666160,4/20/2016,10449,8.02,0,2.03,0.48,5.52,26,10,349,587,2536,68.83,5.99,25.31,385,90.65,6.75
6117666160,4/21/2016,19542,15.01,0,0.98,0.40,5.62,11,19,294,579,4900,37.44,2.66,6.53,324,90.74,3.40
6117666160,4/22/2016,8206,6.20,0,0.00,0.00,6.20,0,0,402,413,2409,100.00,0.00,0.00,402,100.00,0.00
6117666160,4/23/2016,11495,8.68,0,0.00,0.00,8.68,0,0,512,468,2651,100.00,0.00,0.00,512,100.00,0.00
6117666160,4/24/2016,7623,5.76,0,0.00,0.00,5.76,0,0,362,711,2305,100.00,0.00,0.00,362,100.00,0.00
6117666160,4/26/2016,9543,7.21,0,0.00,0.34,6.87,0,7,352,1077,2450,95.28,4.72,0.00,359,98.05,0.00
6117666160,4/27/2016,9411,7.11,0,0.00,0.00,7.11,0,0,458,417,2576,100.00,0.00,0.00,458,100.00,0.00
6117666160,4/28/2016,3403,2.60,0,0.00,0.00,2.60,0,0,141,758,1879,100.00,0.00,0.00,141,100.00,0.00
6117666160,4/29/2016,9592,7.24,0,0.00,0.00,7.24,0,0,461,479,2560,100.00,0.00,0.00,461,100.00,0.00
6117666160,4/30/2016,6987,5.28,0,0.00,0.00,5.28,0,0,343,1040,2275,100.00,0.00,0.00,343,100.00,0.00
6117666160,5/1/2016,8915,6.73,0,0.00,0.00,6.73,0,0,397,525,2361,100.00,0.00,0.00,397,100.00,0.00
6117666160,5/2/2016,4933,3.73,0,0.00,0.00,3.73,0,0,236,1204,2044,100.00,0.00,0.00,236,100.00,0.00
6117666160,5/4/2016,2997,2.26,0,0.00,0.00,2.26,0,0,156,1279,1902,100.00,0.00,0.00,156,100.00,0.00
6117666160,5/5/2016,9799,7.40,0,0.00,0.00,7.40,0,0,487,479,2636,100.00,0.00,0.00,487,100.00,0.00
6117666160,5/6/2016,3365,2.68,0,0.00,0.00,2.68,0,0,133,673,1838,100.00,0.00,0.00,133,100.00,0.00
6117666160,5/7/2016,7336,5.54,0,0.00,0.00,5.54,0,0,412,456,2469,100.00,0.00,0.00,412,100.00,0.00
6117666160,5/8/2016,7328,5.53,0,0.00,0.00,5.53,0,0,318,517,2250,100.00,0.00,0.00,318,100.00,0.00
6117666160,5/9/2016,4477,3.38,0,0.00,0.00,3.38,0,0,197,125,1248,100.00,0.00,0.00,197,100.00,0.00
6290855005,4/12/2016,4562,3.45,0,0.00,0.00,3.45,0,0,199,1241,2560,100.00,0.00,0.00,199,100.00,0.00
6290855005,4/13/2016,7142,5.40,0,0.00,0.00,5.39,0,0,350,1090,2905,99.81,0.00,0.00,350,100.00,0.00
6290855005,4/14/2016,7671,5.80,0,0.00,0.00,5.77,0,0,363,1077,2952,99.48,0.00,0.00,363,100.00,0.00
6290855005,4/15/2016,9501,7.18,0,0.00,0.00,7.17,0,0,328,1112,2896,99.86,0.00,0.00,328,100.00,0.00
6290855005,4/16/2016,8301,6.28,0,0.00,0.00,6.27,0,0,258,1182,2783,99.84,0.00,0.00,258,100.00,0.00
6290855005,4/17/2016,7851,5.94,0,1.14,0.79,4.00,31,12,225,1172,3171,67.34,13.30,19.19,268,83.96,11.57
6290855005,4/18/2016,6885,5.21,0,0.00,0.00,5.19,0,0,271,1169,2766,99.62,0.00,0.00,271,100.00,0.00
6290855005,4/19/2016,7142,5.40,0,0.00,0.00,5.39,0,0,321,1119,2839,99.81,0.00,0.00,321,100.00,0.00
6290855005,4/20/2016,6361,4.81,0,0.00,0.00,4.80,0,0,258,1182,2701,99.79,0.00,0.00,258,100.00,0.00
6290855005,4/22/2016,6238,4.72,0,0.00,0.00,4.72,0,0,302,1138,2796,100.00,0.00,0.00,302,100.00,0.00
6290855005,4/24/2016,5896,4.46,0,0.00,0.00,4.46,0,0,258,1182,2703,100.00,0.00,0.00,258,100.00,0.00
6290855005,4/25/2016,7802,5.90,0,0.68,0.18,5.03,8,3,249,1180,2771,85.25,3.05,11.53,260,95.77,3.08
6290855005,4/27/2016,5565,4.21,0,0.00,0.00,4.18,0,0,287,1153,2743,99.29,0.00,0.00,287,100.00,0.00
6290855005,4/28/2016,5731,4.33,0,0.00,0.00,4.33,0,0,255,1185,2687,100.00,0.00,0.00,255,100.00,0.00
6290855005,4/30/2016,6744,5.10,0,0.00,0.00,5.09,0,0,324,1116,2843,99.80,0.00,0.00,324,100.00,0.00
6290855005,5/1/2016,9837,7.44,0,0.66,2.75,4.00,8,95,282,1055,3327,53.76,36.96,8.87,385,73.25,2.08
6290855005,5/2/2016,6781,5.13,0,0.00,0.00,5.11,0,0,268,1172,2725,99.61,0.00,0.00,268,100.00,0.00
6290855005,5/3/2016,6047,4.57,0,0.00,0.00,4.57,0,0,240,1200,2671,100.00,0.00,0.00,240,100.00,0.00
6290855005,5/4/2016,5832,4.41,0,0.00,0.00,4.40,0,0,272,1168,2718,99.77,0.00,0.00,272,100.00,0.00
6290855005,5/5/2016,6339,4.79,0,0.00,0.00,4.79,0,0,239,1201,2682,100.00,0.00,0.00,239,100.00,0.00
6290855005,5/6/2016,6116,4.62,0,0.00,0.00,4.59,0,0,305,1135,2806,99.35,0.00,0.00,305,100.00,0.00
6290855005,5/7/2016,5510,4.17,0,0.00,0.00,4.16,0,0,227,1213,2613,99.76,0.00,0.00,227,100.00,0.00
6290855005,5/8/2016,7706,5.83,0,0.00,0.00,5.82,0,0,251,1189,2712,99.83,0.00,0.00,251,100.00,0.00
6290855005,5/9/2016,6277,4.75,0,0.00,0.00,4.73,0,0,264,800,2175,99.58,0.00,0.00,264,100.00,0.00
6775888955,4/13/2016,4053,2.91,0,1.11,0.58,1.22,17,18,85,1053,2400,41.92,19.93,38.14,120,70.83,14.17
6775888955,4/14/2016,5162,3.70,0,0.87,0.86,1.97,14,24,105,863,2507,53.24,23.24,23.51,143,73.43,9.79
6775888955,4/15/2016,1282,0.92,0,0.00,0.00,0.92,0,0,58,976,2127,100.00,0.00,0.00,58,100.00,0.00
6775888955,4/16/2016,4732,3.39,0,2.52,0.81,0.06,36,18,9,1377,2225,1.77,23.89,74.34,63,14.29,57.14
6775888955,4/17/2016,2497,1.79,0,0.35,1.13,0.31,5,24,19,1392,2067,17.32,63.13,19.55,48,39.58,10.42
6775888955,4/18/2016,8294,5.95,0,2.00,0.77,3.17,30,31,146,1233,2798,53.28,12.94,33.61,207,70.53,14.49
6775888955,4/20/2016,10771,7.72,0,3.77,1.74,2.22,70,113,178,1079,3727,28.76,22.54,48.83,361,49.31,19.39
6775888955,4/22/2016,637,0.46,0,0.00,0.00,0.46,0,0,20,1420,1922,100.00,0.00,0.00,20,100.00,0.00
6775888955,4/24/2016,2153,1.54,0,0.77,0.62,0.15,11,18,11,1400,2053,9.74,40.26,50.00,40,27.50,27.50
6775888955,4/25/2016,6474,4.64,0,2.27,0.46,1.90,33,13,92,1302,2484,40.95,9.91,48.92,138,66.67,23.91
6775888955,4/26/2016,7091,5.27,1.959596038,3.48,0.87,0.73,42,30,47,1321,2584,13.85,16.51,66.03,119,39.50,35.29
6775888955,4/28/2016,703,0.50,0,0.06,0.20,0.24,2,13,15,1410,1993,48.00,40.00,12.00,30,50.00,6.67
6775888955,4/30/2016,2503,1.79,0,0.16,0.16,1.48,3,9,84,1344,2280,82.68,8.94,8.94,96,87.50,3.13
6775888955,5/1/2016,2487,1.78,0,0.48,0.62,0.68,9,34,50,1347,2319,38.20,34.83,26.97,93,53.76,9.68
6775888955,5/3/2016,9,0.01,0,0.00,0.00,0.01,0,0,1,1439,1843,100.00,0.00,0.00,1,100.00,0.00
6775888955,5/6/2016,4697,3.37,0,0.47,0.93,1.93,12,35,75,1318,2496,57.27,27.60,13.95,122,61.48,9.84
6775888955,5/7/2016,1967,1.41,0,0.13,0.24,1.05,2,5,49,551,1032,74.47,17.02,9.22,56,87.50,3.57
6962181067,4/12/2016,10199,6.74,0,3.40,0.83,2.51,50,14,189,796,1994,37.24,12.31,50.45,253,74.70,19.76
6962181067,4/13/2016,5652,3.74,0,0.57,1.21,1.96,8,24,142,548,1718,52.41,32.35,15.24,174,81.61,4.60
6962181067,4/14/2016,1551,1.03,0,0.00,0.00,1.03,0,0,86,862,1466,100.00,0.00,0.00,86,100.00,0.00
6962181067,4/15/2016,5563,3.68,0,0.00,0.00,3.68,0,0,217,837,1756,100.00,0.00,0.00,217,100.00,0.00
6962181067,4/16/2016,13217,8.74,0,3.66,0.19,4.88,50,3,280,741,2173,55.84,2.17,41.88,333,84.08,15.02
